data,label,angle
"[ 0.72494024  0.74706787  0.48280537  0.69085574  0.74916863  0.46301955
  0.6899665   0.739778    0.52226144  0.64958787  0.6879335   0.5515068
  0.6425242   0.6686996   0.5204351   0.6415872   0.6212576   0.2833989
  0.6027424   0.5544171   0.49872047  0.6665853   0.50241554  0.12053182
  0.5848537   0.3547954   0.8144115   0.7924991   0.50097156  0.2199389
  0.820269    0.3397094   0.49608815  0.6638278   0.28882676  0.16862848
  0.61298287  0.2424451   0.36686668  0.69774294  0.04851614  0.41922414
  0.7070618   0.02638268  0.34600016  0.71167636 -0.01378169  0.05873617
  0.7391026   0.07632968  0.00848365]",pushup,"56.20948791503906,4.5740509033203125,21.649444580078125,4.205581665039063,91.45410871505736,77.46411442756653"
"[0.12968686 0.22253783 0.7882914  0.07427935 0.24696907 0.69706774
 0.08456157 0.20948225 0.85232407 0.04086811 0.32917744 0.7508316
 0.06948158 0.25010404 0.73613304 0.08971022 0.46794933 0.8526901
 0.21937717 0.2707699  0.72557604 0.48814365 0.60769933 0.3343137
 0.5099097  0.26616418 0.6606457  0.81783485 0.643508   0.37328485
 0.85634387 0.24378473 0.8426626  0.39406943 0.7008483  0.29203185
 0.46347356 0.5673456  0.6239522  0.56012434 0.8954558  0.4274146
 0.6197173  0.8061878  0.31743202 0.6370717  0.9852129  0.17762443
 0.6285871  0.90562063 0.11108166]",pushup,"28.094024658203125,0.1324615478515625,6.264503479003906,12.102890014648438,2.787926197052002,13.12949562072754"
"[0.42990595 0.5475278  0.42040655 0.4199317  0.5437363  0.5399409
 0.4219913  0.5392146  0.67115635 0.40935716 0.5083359  0.4734476
 0.4065258  0.50287783 0.61210763 0.45378837 0.46234524 0.65429217
 0.4582473  0.46743152 0.54882693 0.5181205  0.5196589  0.25193042
 0.53549606 0.58437634 0.5991689  0.4373017  0.54127824 0.3337085
 0.43738428 0.54464716 0.669919   0.6896558  0.43120137 0.7158805
 0.6971557  0.44413105 0.6066459  0.5383063  0.6031259  0.6194013
 0.5454328  0.60610163 0.66233104 0.67753404 0.71566606 0.4989921
 0.6776864  0.7192634  0.39962742]",situp,"92.57724380493164,92.40907669067384,41.30068588256836,41.11989974975586,34.50804138183594,123.32589721679688"
"[0.5578897  0.17002536 0.5803438  0.5427767  0.15617147 0.5207499
 0.54032016 0.15479928 0.67990637 0.49794573 0.1713195  0.66411614
 0.49226356 0.16540116 0.5367368  0.50187796 0.2588198  0.81639344
 0.48423997 0.28970113 0.86457324 0.711995   0.27201518 0.7509761
 0.68168813 0.3052592  0.5746264  0.8659832  0.25083515 0.5773053
 0.819533   0.2836869  0.60409397 0.5846869  0.51388836 0.86061037
 0.57646185 0.5190501  0.84395236 0.69640136 0.68247557 0.6201425
 0.68490034 0.6821632  0.72597075 0.7627129  0.8867428  0.710322
 0.7505072  0.87581253 0.63865733]",pushup,"14.900230407714844,15.545425415039062,11.71099853515625,15.544281005859377,166.600182056427,168.57502460479736"
"[0.44699436 0.41070879 0.5306408  0.4281997  0.40788785 0.62141865
 0.43223947 0.40313825 0.5459827  0.42706594 0.37456265 0.6135415
 0.43057534 0.3696102  0.75562143 0.49113688 0.351502   0.7358519
 0.48916578 0.3419638  0.78339756 0.53609276 0.46852872 0.507593
 0.53362966 0.48521048 0.48446205 0.46869367 0.41676977 0.28491545
 0.4562817  0.4148192  0.7607895  0.677735   0.42750853 0.7544308
 0.6918652  0.42542005 0.726695   0.5384575  0.5689045  0.8171811
 0.540298   0.56574327 0.82802707 0.66858125 0.72048634 0.6567637
 0.6762933  0.71610916 0.63849485]",situp,"89.33312606811523,85.21161270141602,114.82786178588869,112.40510940551758,30.4515380859375,31.46332550048828"
"[0.21324852 0.54390275 0.7359335  0.18994072 0.5739804  0.6547943
 0.18072152 0.5251251  0.93346924 0.200088   0.6102477  0.90589887
 0.17792653 0.48582232 0.8813875  0.31357777 0.6799921  0.9469604
 0.2764984  0.39954075 0.9136127  0.45364764 0.7713821  0.9748226
 0.35488918 0.2784713  0.72160923 0.38518065 0.8956921  0.9100434
 0.24258415 0.19334768 0.8897457  0.54778665 0.5885656  0.8386206
 0.53739715 0.43577945 0.8834949  0.6907084  0.632614   0.9003581
 0.62326103 0.32498053 0.8366386  0.9208626  0.57412404 0.89552957
 0.8609922  0.31108108 0.946117  ]",squat,"48.879920959472656,148.61175537109375,119.86620330810548,141.546875,85.76152801513672,85.7220687866211"
"[0.48975176 0.3940046  0.4284313  0.48471195 0.37836555 0.5029684
 0.48957077 0.3755166  0.443947   0.5143338  0.3569858  0.46660864
 0.52193475 0.35292175 0.6914502  0.5357531  0.40733296 0.6601109
 0.55825436 0.3869391  0.5791222  0.5582093  0.5262456  0.4480982
 0.574798   0.52841765 0.44376397 0.5505273  0.5975702  0.42988545
 0.55915606 0.6075638  0.26529226 0.54315114 0.5878041  0.5375253
 0.5721222  0.5941602  0.43913996 0.44557083 0.6870731  0.46761635
 0.4461121  0.68604285 0.61396784 0.56831205 0.78446615 0.6160862
 0.5744587  0.7883218  0.5833371 ]",situp,"105.35042953491212,96.07709503173828,57.7303352355957,46.85590362548828,17.849029541015625,16.841514587402344"
"[0.8527501  0.07299359 0.6816257  0.80962723 0.05081789 0.69793415
 0.8097304  0.05351432 0.71726644 0.7210538  0.11064574 0.7335263
 0.71847165 0.11178754 0.73796326 0.61929834 0.2644952  0.66257393
 0.62067926 0.2477076  0.5228212  0.70527565 0.37661383 0.3381053
 0.73833483 0.37151918 0.19600043 0.9690343  0.33861876 0.93576527
 0.9377919  0.33565113 0.34073776 0.69763017 0.62494135 0.64755446
 0.6792034  0.607588   0.76841617 0.7958732  0.93967694 0.2780659
 0.72160995 0.8859371  0.54113185 0.7387382  0.97977084 0.11675792
 0.7074471  0.97938377 0.18106812]",pushup,"17.280609130859375,72.27663040161133,0.5742263793945312,5.074653625488281,123.34516048431396,119.28531646728516"
"[0.25061262 0.24215029 0.7592436  0.20906273 0.2578628  0.6779015
 0.21250805 0.2183124  0.62837744 0.13988839 0.3369298  0.8112205
 0.16304238 0.24707273 0.48716655 0.19585231 0.49809977 0.5276817
 0.2276644  0.2586818  0.64776546 0.51621675 0.540991   0.66653216
 0.49748838 0.26238567 0.9450683  0.8440635  0.56566817 0.81619483
 0.756313   0.23499502 0.941443   0.24442045 0.63240385 0.7078148
 0.2939298  0.4911235  0.5635328  0.47575152 0.71880156 0.7633136
 0.48468965 0.63015515 0.4351126  0.54072565 0.81717795 0.7217001
 0.55025166 0.7547071  0.506881  ]",pushup,"26.152740478515625,36.07696533203125,38.00228118896485,49.638893127441406,173.17259567975998,3.3210043907165527"
"[0.6670423  0.6103726  0.39654195 0.67328244 0.62098444 0.34617165
 0.67698973 0.622126   0.31912646 0.7027474  0.6318774  0.57432604
 0.7061496  0.63488823 0.48595232 0.71934897 0.5935683  0.50949275
 0.7150606  0.59924287 0.36560607 0.71495426 0.58437234 0.25111455
 0.68963957 0.5903745  0.19059777 0.7145091  0.5971083  0.2576779
 0.71113724 0.6025846  0.2763567  0.7224016  0.44852126 0.43550017
 0.7113309  0.46617582 0.35781965 0.6005127  0.3850866  0.5758636
 0.60297644 0.39713508 0.48233593 0.7193008  0.34963655 0.431773
 0.70923424 0.36310217 0.4072355 ]",situp,"129.7361602783203,135.8894500732422,55.89021682739258,63.71184539794922,10.363592147827148,27.54457092285156"
"[0.6274515  0.22603968 0.34574115 0.60454667 0.23362839 0.4972113
 0.6016409  0.20519932 0.414308   0.5479388  0.2737461  0.47514462
 0.5295247  0.21066168 0.29605097 0.4663461  0.42906028 0.540693
 0.46736965 0.25405777 0.60717595 0.48880753 0.6534076  0.8752996
 0.59595454 0.25020337 0.3381553  0.8100115  0.6003225  0.7871386
 0.73929256 0.24676189 0.7846508  0.51183045 0.6549019  0.54478306
 0.50814474 0.5802005  0.47651637 0.56696457 0.7695602  0.39577907
 0.55936694 0.72602296 0.43797207 0.5006079  0.83559245 0.7964917
 0.50206506 0.7979385  0.31468317]",pushup,"57.90216064453125,70.82125473022461,12.228271484375,14.293853759765623,0.3415721654891968,86.33295249938965"
"[0.31455833 0.35692388 0.08896911 0.254316   0.40660977 0.09295695
 0.24764588 0.31612766 0.1011072  0.24237391 0.47649083 0.18041633
 0.2138124  0.25917172 0.10812765 0.2519487  0.53465897 0.2892656
 0.27144793 0.17779313 0.03782438 0.3630087  0.60004056 0.1102986
 0.39669496 0.10673015 0.11549275 0.44066393 0.5728482  0.05707138
 0.44067642 0.11318022 0.0851797  0.58497334 0.44912767 0.21211281
 0.5959497  0.20919222 0.15360536 0.45376945 0.42922893 0.09435244
 0.4780423  0.15431145 0.07341658 0.63033926 0.41659498 0.12885417
 0.6362349  0.15950054 0.10898718]",situp,"23.081159591674805,167.28341674804688,19.43313407897949,156.97201538085938,142.08697986602783,130.21585655212402"
"[0.4862803  0.7114089  0.82422656 0.47069716 0.7322528  0.59015316
 0.46713138 0.72820646 0.81187963 0.4904804  0.7970039  0.76065564
 0.48694664 0.78652537 0.54733574 0.5929624  0.7817773  0.7626462
 0.58467984 0.757138   0.7907289  0.587011   0.5595904  0.61188895
 0.5796922  0.5934832  0.30431685 0.55316764 0.5543788  0.56776166
 0.54679114 0.55674994 0.29776654 0.76751256 0.5083617  0.75924355
 0.7466006  0.50987756 0.6910114  0.5558014  0.29069853 0.7779478
 0.54855376 0.29560122 0.7185348  0.74238205 0.10294851 0.68712837
 0.72615343 0.1146271  0.71880907]",situp,"87.20674133300781,89.0268325805664,75.965087890625,76.76020812988281,40.10433197021485,79.71134948730469"
"[0.28106064 0.53377694 0.5438884  0.26235655 0.56365615 0.592185
 0.25127062 0.5114293  0.6854805  0.26801997 0.60041004 0.73413515
 0.24040836 0.4797003  0.71296835 0.36869618 0.6371053  0.87324965
 0.33926374 0.39501393 0.7704892  0.52125156 0.6928537  0.6354525
 0.4715575  0.26278755 0.3473448  0.3974361  0.74152535 0.63749605
 0.31887797 0.30298632 0.5577449  0.5992687  0.538054   0.78075767
 0.5826319  0.40329662 0.69138163 0.6349835  0.65812457 0.46184692
 0.58027434 0.29233393 0.57297873 0.8485885  0.5819121  0.830052
 0.79884565 0.27599755 0.7413447 ]",squat,"86.94269561767578,86.9290542602539,86.83361053466797,83.31722259521484,30.23482131958008,138.4664306640625"
"[0.48401377 0.5803351  0.56483686 0.47341225 0.56814665 0.6172493
 0.4745129  0.5675591  0.64999837 0.4742558  0.5321483  0.5417014
 0.47758278 0.5281086  0.5861986  0.52330524 0.5211807  0.68631554
 0.5342063  0.50966173 0.7372013  0.5836769  0.606882   0.18828642
 0.59443045 0.611631   0.594235   0.5227246  0.6494924  0.33732286
 0.52712077 0.656717   0.6057851  0.72512853 0.48695406 0.7133989
 0.7350723  0.48971394 0.70208263 0.6017972  0.61909425 0.6154492
 0.60677594 0.6200387  0.56855696 0.7113515  0.6996505  0.39758074
 0.7100339  0.70775676 0.46922752]",situp,"94.20258712768556,96.69778060913086,39.777957916259766,37.34976577758789,86.75120544433594,90.20591735839844"
"[0.30171597 0.14244412 0.54446274 0.2613215  0.1348397  0.61178833
 0.26763892 0.12896001 0.37371317 0.18151805 0.19347039 0.7145124
 0.19155803 0.19124445 0.29412216 0.22884881 0.3162943  0.64644754
 0.25060084 0.30232555 0.47924802 0.58170253 0.3241079  0.45184284
 0.59544474 0.32338086 0.41840395 0.9614228  0.33292657 0.6123805
 0.92082393 0.32927948 0.20978792 0.45736086 0.6263655  0.6649822
 0.50253665 0.6082508  0.55287707 0.6466689  0.91312015 0.34139982
 0.73351353 0.80087775 0.31232235 0.6597845  0.9728731  0.12846632
 0.721891   0.97697204 0.05223116]",pushup,"53.94918823242188,21.051841735839844,10.700881958007812,2.9571990966796875,2.455429553985596,0.0618602037429809"
"[0.4315578  0.17220004 0.66999847 0.41610634 0.1599112  0.76143867
 0.40789816 0.17294128 0.5709157  0.41394606 0.18050498 0.876475
 0.39126584 0.21168773 0.74724954 0.44121245 0.22118215 0.7759458
 0.38521123 0.2985876  0.76605093 0.5901238  0.19263692 0.86608523
 0.47985283 0.3654482  0.19032104 0.7254854  0.19263355 0.6850715
 0.6114936  0.3543737  0.17231087 0.512476   0.43901    0.63685423
 0.47045663 0.4867841  0.7598827  0.63356864 0.60507447 0.7796951
 0.58296937 0.64554065 0.7395079  0.7126711  0.79997337 0.768601
 0.6508175  0.8105499  0.8433432 ]",pushup,"12.97430419921875,14.008705139160156,10.95708465576172,17.983375549316406,139.9514946937561,10.85012368648313"
"[0.62993467 0.27259156 0.44899744 0.6203117  0.26043293 0.5205836
 0.6231965  0.26156527 0.46997344 0.65275466 0.23878181 0.49351448
 0.6542818  0.2357816  0.5347224  0.6815059  0.27578872 0.56162405
 0.69497025 0.26188558 0.57655704 0.6270792  0.3321186  0.35074377
 0.6252731  0.33177328 0.3738134  0.5695546  0.3571612  0.2907007
 0.55346334 0.35560095 0.48135862 0.69252074 0.45489815 0.543203
 0.707679   0.45597222 0.53304774 0.6072824  0.5706214  0.65686905
 0.61052924 0.5727092  0.7583666  0.7038181  0.70397663 0.6423852
 0.71296805 0.70644104 0.6930489 ]",situp,"77.21975326538086,72.27499389648438,43.51393508911133,39.89339447021485,26.72152709960937,22.459136962890625"
"[0.5828118  0.7406344  0.70684636 0.54729635 0.74237007 0.5623477
 0.54470426 0.73311466 0.5156292  0.5010615  0.68238    0.62686
 0.4954901  0.6613699  0.79807895 0.5364083  0.6339124  0.6857765
 0.48860255 0.5485612  0.5522024  0.6043775  0.576973   0.18854412
 0.59209317 0.34064183 0.627405   0.6664883  0.564319   0.20514417
 0.81035906 0.33164138 0.65619534 0.62947845 0.34177947 0.39135543
 0.5701305  0.2824063  0.4750814  0.70655805 0.08402233 0.24829121
 0.7053822  0.06680068 0.38988787 0.6849179  0.04298465 0.09141099
 0.71358645 0.06647865 0.04450811]",pushup,"55.65175628662109,44.45246887207031,15.069732666015623,1.02252197265625,61.17712354660034,28.43824863433838"
"[0.3261098  0.19056958 0.74002224 0.2902717  0.20706032 0.88635796
 0.29337966 0.18389437 0.6878603  0.2774639  0.2793813  0.8109494
 0.28609675 0.22271904 0.58642423 0.37272906 0.395195   0.73286957
 0.44086045 0.24564227 0.7508806  0.67418504 0.47836244 0.6407148
 0.67115474 0.27773994 0.80068445 0.92106336 0.48587808 0.7855218
 0.8972115  0.2732924  0.94270754 0.4868261  0.54184353 0.6834709
 0.53043544 0.45771566 0.625222   0.68686736 0.63030237 0.7472628
 0.69610226 0.58013624 0.56684977 0.76056254 0.72987217 0.7133651
 0.7684528  0.69158643 0.8347311 ]",pushup,"20.54662322998047,29.63837432861328,30.63911437988281,28.26083374023437,170.9382975101471,13.679725646972656"
"[0.27983272 0.21792926 0.55225974 0.22409302 0.24094224 0.54055583
 0.23831259 0.19019605 0.571776   0.16898541 0.30442256 0.5957618
 0.19607827 0.2122841  0.4243623  0.1923024  0.45064843 0.72825736
 0.28908816 0.24600461 0.68855685 0.52274704 0.5950432  0.69490176
 0.53328115 0.2595458  0.8004943  0.85302395 0.59504    0.86332846
 0.77990395 0.25203705 0.7735828  0.41308022 0.62518924 0.62063235
 0.46371624 0.47721916 0.74578905 0.5868989  0.7322512  0.6794225
 0.647083   0.6073872  0.49957106 0.5859771  0.843142   0.7443619
 0.6146802  0.78425145 0.5774941 ]",pushup,"65.01174926757812,58.845680236816406,17.56744384765625,6.69830322265625,175.08213126659393,156.3955167332897"
"[0.24366874 0.19392811 0.659931   0.22198515 0.18250057 0.6555768
 0.21475035 0.19573465 0.8211191  0.21494512 0.21117157 0.88910747
 0.20114508 0.23612773 0.719041   0.26861668 0.26298374 0.77600026
 0.22487257 0.3347172  0.831763   0.47955444 0.23257692 0.91283727
 0.4225945  0.33786786 0.53006667 0.7165319  0.19936924 0.6807233
 0.5640152  0.33077037 0.79385275 0.3802667  0.46815127 0.53132504
 0.34365895 0.5021042  0.74960744 0.5555369  0.6270653  0.78956
 0.52041584 0.6517132  0.8525781  0.711083   0.81719077 0.90595573
 0.6537678  0.8214988  0.7514502 ]",pushup,"11.608474731445312,8.514633178710938,14.393600463867188,19.24745178222656,176.2139925956726,0.2257957458496093"
"[0.30162248 0.41934907 0.8022924  0.2831294  0.44328672 0.770747
 0.28130773 0.4155516  0.7186581  0.29833245 0.5036396  0.74652934
 0.29259807 0.43739775 0.7252233  0.3700402  0.5720913  0.7697629
 0.38978907 0.41493952 0.84759825 0.47980437 0.6789041  0.78296345
 0.4872987  0.4077451  0.49734792 0.37896308 0.7157512  0.7452828
 0.39799428 0.32545316 0.76419556 0.6050818  0.6364823  0.83448404
 0.62494093 0.52354753 0.80263054 0.76324946 0.600657   0.21036021
 0.680157   0.37378705 0.60918725 0.9163441  0.6135852  0.36044946
 0.88100225 0.41956663 0.7183467 ]",squat,"97.39838409423828,162.41078186035156,85.4482192993164,151.91709899902344,133.1204128265381,115.70858764648438"
"[0.29869127 0.15255313 0.59179795 0.25133568 0.14186874 0.5713699
 0.255641   0.14250189 0.54845    0.1667003  0.20217703 0.78171015
 0.17138985 0.2023294  0.7088928  0.2411364  0.31548175 0.29628897
 0.27857327 0.30682793 0.28696662 0.58315086 0.3340323  0.5078316
 0.5995293  0.3333305  0.66403484 0.9616244  0.3326643  0.5602669
 0.9252257  0.3270598  0.31250358 0.41030884 0.64103734 0.7968667
 0.4636719  0.6141843  0.522595   0.61459816 0.9409366  0.33657154
 0.69717205 0.80982566 0.2568725  0.6506143  0.97261864 0.0757115
 0.7165364  0.8733356  0.01891728]",pushup,"33.08497619628906,14.400741577148438,18.98406219482422,6.804130554199219,174.1765834093094,176.68827889859676"
"[0.47361434 0.49430922 0.37627035 0.4613011  0.5048812  0.4117505
 0.46115685 0.4787792  0.45125017 0.44999912 0.45422068 0.39540067
 0.44450498 0.43828204 0.56954837 0.49177763 0.44976956 0.21329558
 0.49028948 0.3391767  0.5427808  0.5548839  0.48449394 0.2326152
 0.56817704 0.42923686 0.21287715 0.68317294 0.70395607 0.4982687
 0.57126933 0.4574992  0.15382628 0.6858938  0.38809407 0.60344744
 0.6937563  0.3604821  0.53922635 0.54959023 0.5495954  0.42142412
 0.57608294 0.51533484 0.2932706  0.71248263 0.7046737  0.0733923
 0.71659636 0.68870944 0.24114996]",situp,"76.25480270385742,86.57136917114258,121.25361251831056,32.21003341674805,34.610435485839844,30.86919593811035"
"[0.5609468  0.74780685 0.41869357 0.56597203 0.7618583  0.46110705
 0.55720645 0.7490102  0.6182233  0.60179144 0.7673962  0.4623549
 0.5777481  0.7420325  0.5492602  0.609993   0.7581139  0.41418284
 0.5739569  0.6837098  0.4586232  0.6327565  0.75330734 0.11616758
 0.5713529  0.49476308 0.34932128 0.62886095 0.88101476 0.32767576
 0.60773104 0.51433676 0.13564761 0.6356972  0.61440694 0.35857093
 0.58087724 0.5685305  0.37958947 0.5651849  0.4630799  0.5813321
 0.5545122  0.35507542 0.6102778  0.7405592  0.22762273 0.6510283
 0.6751494  0.12311228 0.69744164]",situp,"34.51887512207031,61.66327667236328,10.479644775390623,35.12461853027344,60.92742538452149,76.32979011535645"
"[0.45503452 0.89476204 0.43542072 0.45682475 0.90920085 0.52150315
 0.45638385 0.90794194 0.42080918 0.49931675 0.91422564 0.3649349
 0.49556687 0.91213536 0.4412884  0.5126915  0.82860947 0.42800933
 0.49675477 0.8326801  0.4043437  0.52765495 0.81811047 0.28456196
 0.52328986 0.80618954 0.3125768  0.5124428  0.8770899  0.16263616
 0.4992759  0.8689616  0.1880289  0.5102661  0.5898225  0.566767
 0.5051097  0.59723574 0.6718581  0.39636058 0.40802285 0.3738248
 0.3978961  0.40982452 0.51816726 0.5078393  0.28009427 0.50224614
 0.5046547  0.28232437 0.5495969 ]",situp,"69.71302795410156,73.1383056640625,31.80521011352539,31.48703384399414,24.11334609985352,40.48219680786133"
"[0.58680964 0.67957544 0.4755518  0.5835907  0.6977234  0.53283125
 0.5837826  0.6915556  0.42147806 0.6079027  0.7205728  0.36579293
 0.59896725 0.71172386 0.39204958 0.65170693 0.70309746 0.63836414
 0.5971775  0.6756647  0.3321815  0.64836514 0.670637   0.08893062
 0.5341544  0.64578617 0.5071759  0.6042085  0.69162005 0.22574411
 0.5784093  0.67357105 0.19684418 0.6830037  0.5071764  0.4011557
 0.65073854 0.50283474 0.49630672 0.5589207  0.37124887 0.6124489
 0.55075324 0.37154305 0.6891165  0.6795018  0.27210423 0.5491282
 0.6688951  0.2807574  0.6640935 ]",situp,"89.75079345703125,92.96390533447266,54.5096321105957,51.46761322021485,6.757011413574219,70.46099090576172"
"[0.36102048 0.48349023 0.38486362 0.34973782 0.4914486  0.61532736
 0.35184518 0.47333774 0.49840382 0.35597375 0.5022543  0.6288778
 0.35943186 0.46249515 0.52776116 0.372834   0.518258   0.5627895
 0.38606948 0.44442636 0.47786134 0.44432107 0.51130134 0.3669393
 0.441506   0.45177728 0.27824783 0.46273386 0.46548468 0.37537593
 0.46083477 0.44514027 0.36443704 0.54121757 0.5136945  0.197022
 0.5416935  0.45417556 0.17885605 0.5277098  0.57038873 0.32534808
 0.567902   0.492043   0.1307759  0.6352407  0.6198983  0.4544543
 0.6298154  0.62402785 0.21094722]",situp,"9.55657196044922,78.67886352539062,51.72774505615234,75.04629516601562,153.49544382095337,62.54765367507935"
